title,href,img,loc,price,etc,lat,lng,addr
윈드WIND1947 서바이벌,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111589341,https://www.jejumobile.kr/datas/283453dadf827b81a010feb8f38ea327.jpg,서귀포시,"10,500",,33.2890188,126.5875565,대한민국 제주특별자치도 서귀포시 토평동 토평공단로 78-27
제주 토스카나호텔  힐링 맘 패키지,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111599882,https://www.jejumobile.kr/datas/ad466151f5787f7bb748e9072a99da9c.jpg,서귀포시,"159,900",,33.2654708,126.4842819,"대한민국 제주특별자치도 서귀포시 특별자치도, 강정동 3700-4 KR"
서프라이즈테마파크,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111638382,https://www.jejumobile.kr/datas/abdc9199a09f70999f59e76927e4bc8f.jpg,제주시 동부,"8,000",,33.4651936,126.6572189,"대한민국 제주특별자치도 제주시 특별자치도, 조천읍 와흘리 산13-82 KR"
제주 토스카나호텔 커플패키지,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111734940,https://www.jejumobile.kr/datas/21ddae240a7f4c857ded794b5b046ac0.jpg,서귀포시,"155,900",예약필수,33.2654708,126.4842819,"대한민국 제주특별자치도 서귀포시 특별자치도, 강정동 3700-4 KR"
노형수퍼마켙_미디어아트,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111564267,https://www.jejumobile.kr/datas/c92d9794380f606d662a6bd20ad2dbd1.jpg,제주시,"10,000",,33.4649309,126.4553144,"대한민국 제주특별자치도 제주시 특별자치도, 해안동 2137-1"
대유ATV수렵사격랜드  - 버기카,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111567996,https://www.jejumobile.kr/datas/731208ca3d4c21f56c93c0ecf686a2e7.jpg,서귀포시 서부,"72,000",예약필수,33.2777041,126.3953828,대한민국 제주특별자치도 서귀포시 상예동 144
제주꺼우다 의상체험_전통해녀복,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111627004,https://www.jejumobile.kr/datas/5a72afb0d3ddfc1e6858bc8107730e79.jpg,제주시 서부,"20,000",,33.4615296,126.3120811,"대한민국 제주특별자치도 제주시 특별자치도, 애월읍 애월리 2481-3번지"
제주꺼우다 천연꽃향수만들기 체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111628987,https://www.jejumobile.kr/datas/13761552d0684e56891b070362c6e98c.jpg,제주시 서부,"15,000",예약필수,33.4615296,126.3120811,"대한민국 제주특별자치도 제주시 특별자치도, 애월읍 애월리 2481-3번지"
제주성산 투명카약 문보트_오조리레저파크,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111563182,https://www.jejumobile.kr/datas/b679cb60352ebf7ad03d5f4c8c5d1eb7.jpg,서귀포시 동부,"16,000",,33.454662,126.9237486,대한민국 서귀포시 성산읍 고성리 275-2
스토리캐슬_EP1 더 신데렐라,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111547466,https://www.jejumobile.kr/datas/4641a8257df5804a2cffa49d7bfe39fa.jpg,서귀포시,"10,000",,0.0,0.0,
중문오프로드체험장,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111233798,https://www.jejumobile.kr/datas/e57405257bdba71b0312aee499a7ac14.jpg,서귀포시,"80,000",,33.2757409,126.3970823,대한민국 서귀포시
뷰제주하늘승마ATV - 승마 산책코스,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111262025,https://www.jejumobile.kr/datas/883423a0eeff3cbaae68324fa7c702fb.jpg,서귀포시 동부,"17,000",,33.4132503,126.8328335,대한민국 제주특별자치도 서귀포시 성산읍 서성일로 397
뷰제주하늘승마ATV - 승마 트랙코스,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111265171,https://www.jejumobile.kr/datas/468a9bc90715c1071528c1aed81560ec.jpg,서귀포시 동부,"9,000",,33.4132503,126.8328335,대한민국 제주특별자치도 서귀포시 성산읍 서성일로 397
뷰제주하늘승마ATV - 승마 오름트레킹코스,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111265666,https://www.jejumobile.kr/datas/faf88204361556d710a57fb582a5c79c.jpg,서귀포시 동부,"37,000",,33.4132503,126.8328335,대한민국 제주특별자치도 서귀포시 성산읍 서성일로 397
뷰제주하늘승마ATV - 승마 목장코스,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111268256,https://www.jejumobile.kr/datas/85b5c17887f25bb65c291ca6fc7265d5.jpg,서귀포시 동부,"23,000",,33.4132503,126.8328335,대한민국 제주특별자치도 서귀포시 성산읍 서성일로 397
|서울 강남구| 블랙칸 댄스 살사 바차타 댄스체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111606110,https://www.jejumobile.kr/datas/69df696fcb8234d6ed5a417fd3353b20.jpg,,"9,900",예약필수,37.497731,127.033737,"741 2층, Gangnam-gu, Seoul, 대한민국"
쇠소깍산물관광농원,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111562809,https://www.jejumobile.kr/datas/70631b74a5debd1573f3de05e926adda.jpg,서귀포시,"3,600",,33.2576188,126.6244732,"대한민국 제주특별자치도 서귀포시 특별자치도, 남원읍 하례로 90 KR"
액트몬 중문점,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111547796,https://www.jejumobile.kr/datas/1e2a597672cc38f6b4cdae090d794eee.jpg,서귀포시,"7,000",,33.2437344,126.4213441,"대한민국 제주특별자치도 서귀포시 특별자치도, 중문관광로 205 코시롱빌딩 B1 KR"
레아 드레스앤카페 촬영이용권|웨딩드레스|리마인드촬영,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111558430,https://www.jejumobile.kr/datas/c254d08b817d0deb7248ece6bd621fcb.jpg,제주시,"33,000",,0.0,0.0,
상효원+생활 한복 대여 1인_까르페디엠,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111558919,https://www.jejumobile.kr/datas/61427ecd02dd75bae9f15c7376de934b.jpg,서귀포시 동부,"11,900",,0.0,0.0,
하모 돌고래투어,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111752685,https://www.jejumobile.kr/datas/d6ae473fa0019c95d57e0f49558c5a3e.jpg,서귀포시 서부,"25,000",예약필수,0.0,0.0,
무민랜드제주,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111474519,https://www.jejumobile.kr/datas/c0e8cb35e5bebd27eb754ed731417ddd.jpg,서귀포시 서부,"10,500",,33.30701,126.3820054,대한민국 제주특별자치도 서귀포시 안덕면
더마파크 동물원 라온ZOO,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111167616,https://www.jejumobile.kr/datas/33dae99b1c720053cec4fa5dc262a801.jpg,제주시 서부,"4,900",,33.3555222,126.2420266,대한민국 제주특별자치도 제주시 한림읍 월림7길 155
더마파크 공연,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111170164,https://www.jejumobile.kr/datas/a23bf7acb0261ef21b65ae4a92a79d41.jpg,제주시 서부,"11,900",,33.3542436,126.243167,대한민국 제주특별자치도 제주시 한림읍 월림리 산8
더마파크 카트,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111172236,https://www.jejumobile.kr/datas/d385aef7a4e8a4aefab7d2f190dc5267.jpg,제주시 서부,"12,000",,33.3542436,126.243167,대한민국 제주특별자치도 제주시 한림읍 월림리 산8
더마파크 승마,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111176968,https://www.jejumobile.kr/datas/fcc3149d97acab8ac787b0d01ee2978f.jpg,제주시 서부,"9,700",,33.3559704,126.2423397,대한민국 제주특별자치도 제주시 한림읍 월림리
헬로키티아일랜드,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111408604,https://www.jejumobile.kr/datas/759a08edc464d3fd3d731a318afa7a71.jpg,서귀포시 서부,"9,500",,33.2902148,126.3520461,대한민국 제주특별자치도 제주시 안덕면 한창로 340
이니스프리 제주하우스점_카페|브런치,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111497634,https://www.jejumobile.kr/datas/c78ac89732a9a0b5cb8c6c33a0866c34.jpg,서귀포시 서부,"5,500",,33.3063942,126.2905203,대한민국 제주특별자치도 서귀포시 안덕면 신화역사로 23
이니스프리 제주하우스점_피크닉세트,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111498133,https://www.jejumobile.kr/datas/b5c761fd273dc556a5309ad922391d21.jpg,서귀포시 서부,"40,800",,33.3063942,126.2905203,대한민국 제주특별자치도 서귀포시 안덕면 신화역사로 23
이니스프리 제주하우스점_카페 유채꿀라떼,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111610443,https://www.jejumobile.kr/datas/1d32db4e1443d3e769aa18a924d7e529.jpg,서귀포시 서부,"6,200",,33.3063942,126.2905203,대한민국 제주특별자치도 서귀포시 안덕면 신화역사로 23
일출랜드,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111401124,https://www.jejumobile.kr/datas/f181faf68c1d9086337ac25c265d699f.jpg,서귀포시 동부,"5,000",,33.3822761,126.8418303,대한민국 제주특별자치도 서귀포시 성산읍 중산간동로 4150-30 일출랜드
태권 마샬아트 공연 |제주아리랑 혼,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111406574,https://www.jejumobile.kr/datas/a40ecdc699b38fb2d0390d1d2a4d1abc.jpg,서귀포시 동부,"13,000",예약필수,33.4996213,126.5311884,대한민국 제주특별자치도 제주시
타이거탱크,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111489083,https://www.jejumobile.kr/datas/7c852483c7d274758c19a82b0acdb232.jpg,제주시 서부,"13,000",예약필수,0.0,0.0,
세그웨이 고카트_제주센트럴파크,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111369909,https://www.jejumobile.kr/datas/7d730a83784dabd0ea72986c8996ba0e.jpg,제주시 동부,"3,500",,33.4333127,126.6745306,대한민국 제주특별자치도 제주시 조천읍 비자림로 606
블루원 제주 해양레저 올인원 패키지,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111451358,https://www.jejumobile.kr/datas/e8b90d13f0b24af8caab41120f6e9937.jpg,제주시,"100,000",,33.2475278,126.4185955,대한민국 서귀포시
마을체험_알제이 저지마을 수제피자 만들기체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111548781,https://www.jejumobile.kr/datas/a6bf370cc8179a7b7372d3cd247f62aa.jpg,,"30,000",예약필수,33.3326122,126.2559223,제주시 저지예술마을
카페 델보스케|피크닉|상효원,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111607198,https://www.jejumobile.kr/datas/c4fa94b023c428b237c832eb27486d97.jpg,서귀포시 동부,"33,000",,33.3058124,126.5848911,대한민국 제주특별자치도 서귀포시 영천동 산록남로 2847-37
항공우주박물관+그림카페|제주카페|서귀포카페,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111609186,https://www.jejumobile.kr/datas/f5f0c1b93ebe444147346d7fc8d81add.jpg,서귀포시 서부,"9,800",,33.3040455,126.2997178,"대한민국 제주특별자치도 서귀포시 특별자치도, 안덕면 녹차분재로 218 제주항공우주박물관 4층 KR"
마을체험_알제이 도마만들기 체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111630835,https://www.jejumobile.kr/datas/eb1b2b12a0b8779a97f36e1dacca38a6.jpg,제주시 서부,"5,000",,0.0,0.0,
마을체험_알제이 어음마을 허브스머지 체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111636924,https://www.jejumobile.kr/datas/5873d90a7b0d276cfe37f1da03cc5929.jpg,제주시 서부,"28,000",,0.0,0.0,
마을체험_알제이 감귤뱅쇼만들기 체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111638289,https://www.jejumobile.kr/datas/d7a66c2e7329d0dd3e36b047526be70a.jpg,제주시 서부,"30,000",예약필수,0.0,0.0,
마을체험_알제이 월령마을 백년초 아이스크림스무디 만들기체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111639193,https://www.jejumobile.kr/datas/1a9b0d07e5cd0c987a0f58263dbf942d.jpg,제주시 서부,"15,000",예약필수,0.0,0.0,
마을체험_알제이 감귤샹그리아만들기체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111639786,https://www.jejumobile.kr/datas/f418b997cc0a29c306e9664b0204fadc.jpg,제주시 서부,"30,000",예약필수,0.0,0.0,
피규어뮤지엄 제주,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111161436,https://www.jejumobile.kr/datas/74c7eedbdfefb9478d6bfc8319176ec8.JPG,서귀포시 서부,"8,100",,33.2818685,126.3552384,"대한민국 제주특별자치도 서귀포시 특별자치도, 안덕면 한창로 243 KR"
화조원_조류동물원,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111193163,https://www.jejumobile.kr/datas/dbc06662f35c08c2790760d6a0e82155.jpg,제주시 서부,"11,900",,33.4113707,126.3717929,대한민국 제주특별자치도 제주시 애월읍 애원로 804
마라도정기여객선_운진항,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111529376,https://www.jejumobile.kr/datas/4bd659cd4ccce86d21c8fe83e433e0f8.jpg,서귀포시 서부,"8,500",예약필수,33.211331,126.256172,대한민국 서귀포시 운진항
제주레일바이크,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111173523,https://www.jejumobile.kr/datas/8f16f3400389db07bd79495308240a78.jpg,제주시 동부,"10,800",,0.0,0.0,
아이스뮤지엄3D착시아트+플레이박스VR_수목원테마파크,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111213946,https://www.jejumobile.kr/datas/ccbd87615b7212915c7ab40ab69a2cf4.jpg,제주시,"13,000",,33.4707016,126.488388,대한민국 제주특별자치도 제주시 은수길 69
아이스뮤지엄3D착시아트+5D영상+벧디_디저트카페 이용권_수목원테마파크,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111489419,https://www.jejumobile.kr/datas/00998e1f272b5c0c9f88cf9b75ca12dd.jpg,제주시,"19,000",,33.4716667,126.4877778,대한민국 제주시
아이스뮤지엄3D착시아트+5D영상+쿠키만들기체험_수목원테마파크,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111496813,https://www.jejumobile.kr/datas/5544a749505dc8de9bac81f7b8fa3824.jpg,제주시,"30,000",,33.5029984,126.5438796,대한민국 제주특별자치도 제주시 일도2동 48-8
산방산탄산온천,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111174095,https://www.jejumobile.kr/datas/8893f450b10e76ab3418aa26d783947c.jpg,서귀포시 서부,"5,700",,33.2488948,126.2988291,대한민국 제주특별자치도 서귀포시 안덕면 사계북로41번길 192
다이나믹메이즈,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111174686,https://www.jejumobile.kr/datas/6a44e677ea5a61c6c5e026a2a46113bc.jpg,서귀포시 동부,"8,000",,33.399111,126.7850112,"대한민국 제주특별자치도 서귀포시 특별자치도, 표선면 번영로 2644 KR"
제주핫플 아메리카노 택1 |제주카페|,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111302573,https://www.jejumobile.kr/datas/6ec4514e44a9a7e9ffb26e2db657f02c.jpg,"제주시,서귀포시 동부,서귀포시 서부","1,900",,33.41747429999999,126.2637011,"대한민국 제주특별자치도 제주시 특별자치도, 한림읍 한림리 1314-167 KR"
뽀로로앤타요테마파크 뽀로로 파크 존 이용권,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111381608,https://www.jejumobile.kr/datas/80b53d63d4ade6500ff35bee400123f6.jpg,서귀포시 서부,"12,000",,33.2998463,126.369851,대한민국 제주특별자치도 서귀포시 안덕면 병악로 269
메종글래드 삼다정 조식뷔페,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111697399,https://www.jejumobile.kr/datas/be84c014bd0414dcd8fbcc5e92d4fcae.jpg,제주시,"21,500",예약필수,33.48531639999999,126.4883664,대한민국 제주특별자치도 제주시 연동 노연로 80 1층
코코몽에코파크|친환경프리미엄테마파크|,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111170137,https://www.jejumobile.kr/datas/aefcf5f163f5b6f18e68c17639e46d1f.jpg,서귀포시 동부,"12,700",,37.3544232,127.0519683,대한민국 경기도 용인시 수지구 고기동 272
브릭캠퍼스,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111263315,https://www.jejumobile.kr/datas/5ce17d3ee8addcc0dc5a06ec8c8d97fc.jpg,제주시,"14,400",,33.4584094,126.4854567,대한민국 제주특별자치도 제주시 노형동 1100로 3047
2월 22일 카페 |제주카페|,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111390884,https://www.jejumobile.kr/datas/0f33c60f2319a23e6f8abf58c1feba8a.jpg,제주시,"4,500",,33.4942451,126.5172238,대한민국 제주시 KR특별자치도 제주시 오라로18길 10-1 브런치클럽
뽀로로앤타요테마파크 타요 트램폴린 존 이용권,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111413369,https://www.jejumobile.kr/datas/6f36273b3e733ad9579c14090b2ba668.jpg,서귀포시 서부,"12,000",,33.2998463,126.369851,대한민국 제주특별자치도 서귀포시 안덕면 병악로 269
액트 락볼링장_신화월드점,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111440469,https://www.jejumobile.kr/datas/805e2d68afc4ff20fa099e02f7466574.jpg,서귀포시 서부,"3,000",예약필수,0.0,0.0,
생각하는정원 입장권,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111173886,https://www.jejumobile.kr/datas/20fef47b91064b77d0b821bfd334cc6d.jpg,제주시 서부,"6,000",,33.3257082,126.2552516,"대한민국 제주특별자치도 제주시 특별자치도, 한경면 녹차분재로 675"
아이스뮤지엄3D착시아트+초콜릿만들기체험_수목원테마파크,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111218452,https://www.jejumobile.kr/datas/bdc9352817fdf482cd12aea346a2fadf.jpg,제주시,"22,000",,33.5029984,126.5438796,대한민국 제주특별자치도 제주시 일도2동 48-8
생각하는정원 입장권+커피 PKG,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111693503,https://www.jejumobile.kr/datas/ae731041237dc1cf59db4addca2f4f45.jpg,제주시 서부,"16,000",,33.3257082,126.2552516,"대한민국 제주특별자치도 제주시 특별자치도, 한경면 녹차분재로 675"
낙타트래킹_낙타체험|제주|체험|동부|액티비티,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111175357,https://www.jejumobile.kr/datas/004b8040dcdf96246da856b13fe8ba99.jpg,서귀포시 동부,"6,500",,33.4996213,126.5311884,대한민국 제주특별자치도 제주시
제주어부_제주배낚시체험 기획전,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111241263,https://www.jejumobile.kr/datas/2529a8bc0711f6303514d555992923e7.jpg,"제주시 서부,서귀포시","12,000",예약필수,33.4969016,126.4522059,대한민국 제주특별자치도 제주시 이호일동 1667-1
제주 주상절리 배낚시체험|요트배낚시,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111551111,https://www.jejumobile.kr/datas/87d66abf3c61557f1790969ad1546550.jpg,서귀포시,"180,000",예약필수,33.2377549,126.4250671,대한민국 제주특별자치도 서귀포시 중문동
차귀도달래배낚시_사전예약필수,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111175314,https://www.jejumobile.kr/datas/471cb64ae1481a16ab340b7221fa5404.jpg,제주시 서부,"12,000",,33.3085269,126.1646779,"대한민국 제주특별자치도 제주시 특별자치도, 한경면 노을해안로 1150 KR"
점보빌리지 코끼리테마쇼+바나나 먹이주기,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111173115,https://www.jejumobile.kr/datas/3b68147328a6a970388f8f683cfd68ea.JPG,서귀포시 서부,"10,000",,33.276266,126.305237,대한민국 제주특별자치도 서귀포시 안덕면 평화로319번길 31-11
점보빌리지 코끼리테마쇼,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111311798,https://www.jejumobile.kr/datas/2c98fbf5440a107438e2ad080b352cc2.JPG,서귀포시 서부,"10,000",,33.276266,126.305237,대한민국 제주특별자치도 서귀포시 안덕면 평화로319번길 31-11
|경기도 파주| 파주월롱딸기농장_딸기체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111506008,https://www.jejumobile.kr/datas/7e33e030a2e9095f9383eb3e8bd06d5e.jpg,,"7,800",예약필수,37.7919854,126.8121596,대한민국 경기도 파주시 월롱면 도내리 533-4번지 KR
제주핫플버스_서부감성투어_봄코스,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111643379,https://www.jejumobile.kr/datas/804979a73007bab1b3007d46ea63fb50.jpg,서귀포시 동부,"29,800",,33.41747429999999,126.2637011,"대한민국 제주특별자치도 제주시 특별자치도, 한림읍 한림리 1314-167 KR"
제주핫플버스_동부감성투어_봄코스,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111766664,https://www.jejumobile.kr/datas/266ecdfd92e930b147314a3fa3366e36.jpg,서귀포시 동부,"29,800",,33.41747429999999,126.2637011,"대한민국 제주특별자치도 제주시 특별자치도, 한림읍 한림리 1314-167 KR"
세계자동차+피아노박물관,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111270579,https://www.jejumobile.kr/datas/860d8af9fbced09c282e0693b8056a11.jpg,서귀포시 서부,"10,500",,33.2831948,126.349772,"대한민국 제주특별자치도 서귀포시 특별자치도, 안덕면 중산간서로 1610 KR"
제주 오늘은녹차족욕_오늘은 녹차한잔,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111481947,https://www.jejumobile.kr/datas/ab306e91d57b5dd8237b28b7bbce258d.jpg,서귀포시 동부,"9,000",,0.0,0.0,
호텔 시리우스 스파|테라피,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111645718,https://www.jejumobile.kr/datas/18096f28be138d0d5f6984685aef49a6.jpg,제주시,"75,000",예약필수,33.4933987,126.4909571,대한민국 제주시
고흐의 정원,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111330550,https://www.jejumobile.kr/datas/ee9d322b4b9442e57aa7845dbef7a12e.jpg,서귀포시 동부,"7,000",,33.3733609,126.8440903,대한민국 제주특별자치도 서귀포시 성산읍 삼달리 1185
상효원,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111163933,https://www.jejumobile.kr/datas/e68e74896850c5ef6ee40baaf48a7474.jpg,서귀포시,"4,500",,0.0,0.0,
마라도가는여객선_송악산항,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111526351,https://www.jejumobile.kr/datas/c7c5dd97356a506458f3da2a46488ccd.jpg,서귀포시 서부,"8,500",예약필수,33.207412,126.2905823,대한민국 제주특별자치도 서귀포시 대정읍 송악관광로 424
