title,href,img,loc,price,etc,lat,lng,addr
캐릭파크,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111164030,https://www.jejumobile.kr/datas/70913f5bc767cdddfefe86000a1e40d6.jpg,제주시 동부,"9,000",,33.4793521,126.7006276,대한민국 제주시 제주특별자치도 제주시 조천읍 선흘리 2013-2
서귀포배낚시 - 서귀포그랑블루호,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111170214,https://www.jejumobile.kr/datas/eaced80d099ccc4abb072def473186f3.jpg,서귀포시 동부,"15,000",예약필수,33.2541205,126.560076,대한민국 제주특별자치도 서귀포시
제주 난타공연,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111170309,https://www.jejumobile.kr/datas/d3158529d17200e6defee46b18eeff79.jpg,제주시,"24,000",예약필수,33.4455968,126.5475578,대한민국 제주시 KR특별자치도 제주시 선돌목동길56-26
서귀포유람선,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111170596,https://www.jejumobile.kr/datas/a6fe259e55ed2df06e3cb8833655e818.jpg,서귀포시,"8,000",예약필수,33.2390436,126.5587842,서귀포시 서귀포유람선
아프리카박물관,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111170935,https://www.jejumobile.kr/datas/48fc766ce7406f6ace776133b4b23993.jpg,서귀포시,"7,300",,33.2398402,126.4291443,"대한민국 제주특별자치도 서귀포시 특별자치도, 이어도로 49"
유리박물관,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111171539,https://www.jejumobile.kr/datas/655007db6a8e6142b6b2ca355b80a228.jpg,서귀포시,"6,000",,33.2784814,126.3702184,대한민국 제주특별자치도 서귀포시 상예동 중산간서로 1403
하늘여행 행글라이더,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111171689,https://www.jejumobile.kr/datas/86c1dd7276ec8b1898b2d27e24bde310.jpg,서귀포시 서부,"9,400",,0.0,0.0,
제주해양동물박물관,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111171695,https://www.jejumobile.kr/datas/b2766be864832e01d8b52a9355ff873e.jpg,서귀포시 동부,"5,900",,33.4292026,126.8554574,"대한민국 제주특별자치도 서귀포시 특별자치도, 성산읍 서성일로 689-21 KR"
김녕왕발통_|제주왕발통|전동바이크|전기자전거|월정리왕발통,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111172730,https://www.jejumobile.kr/datas/c75c8e2410ba32f461fe58a4182ceeab.jpg,제주시 동부,"15,000",예약필수,33.5577318,126.7552547,"대한민국 제주특별자치도 제주시 특별자치도, 구좌읍 김녕리 1223-20번지"
중문 초콜릿랜드 입장 |초콜릿만들기체험|피자만들기체험|,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111172793,https://www.jejumobile.kr/datas/3cd807865f23d2285c03ffbcdfff4f32.JPG,서귀포시,"1,500",예약필수,33.2494021,126.4135761,대한민국 서귀포시
이상한나라의앨리스,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111172849,https://www.jejumobile.kr/datas/497db8ff1ce2d87032a763e4ec804665.jpg,서귀포시 서부,"4,100",,0.0,0.0,
더힐링타임 족욕체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111172961,https://www.jejumobile.kr/datas/1b0fb44c8593b620c9c14d7d10d4c8e4.jpg,제주시,"8,000",,33.5159378,126.5065814,대한민국 제주시
쇠소깍배낚시_캡틴호,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111173160,https://www.jejumobile.kr/datas/a402c2cfd404f6b95f369e9377e6150f.jpg,서귀포시,"20,000",예약필수,33.24912450000001,126.6205832,대한민국 제주특별자치도 서귀포시 쇠소깍로 151-8 하효동 제주특별자치도
김녕요트투어,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111174036,https://www.jejumobile.kr/datas/c7721258d8681c68acfc1ef18d8beede.jpg,제주시 동부,"35,000",예약필수,33.5582381,126.7372137,대한민국 제주특별자치도 제주시 구좌읍 구좌해안로 229-16
중문승마공원,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111174361,https://www.jejumobile.kr/datas/fa75a58b2c9807261b6f8dc0d2242ddf.jpg,서귀포시,"22,900",,0.0,0.0,
삼성혈,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111174685,https://www.jejumobile.kr/datas/2eb258ff5b386e5f80827a3060fb86b9.jpg,제주시,"1,350",,33.5047027,126.529358,대한민국 제주특별자치도 제주시 삼성로 22
제주이야기 행원본점_천연화장품 만들기 체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111174763,https://www.jejumobile.kr/datas/c4c1766dad255e50dab36c2b85fba91e.jpg,제주시 동부,"7,000",예약필수,33.5531921,126.8171729,"대한민국 제주특별자치도 제주시 특별자치도, 구좌읍 행원로13길 67 KR"
점보빌리지 코끼리트래킹,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111175056,https://www.jejumobile.kr/datas/af5f693c505603547f5ca866cff84fc0.JPG,서귀포시 서부,"14,500",,33.276266,126.305237,대한민국 제주특별자치도 서귀포시 안덕면 평화로319번길 31-11
서귀포 신나는 배낚시_천일호,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111175207,https://www.jejumobile.kr/datas/257ff220ad93a298f695f2303bdac3b8.jpg,서귀포시,"20,000",예약필수,33.2444276,126.5962873,"대한민국 제주특별자치도 서귀포시 특별자치도, 보목동 번지 1층 1229-10 KR"
산방산유람선_산방산사랑의유람선,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111175225,https://www.jejumobile.kr/datas/63ea92ed56ba42d8b7c5d87effd1e719.jpg,서귀포시 서부,"8,000",예약필수,33.236906,126.3351257,대한민국 제주특별자치도 서귀포시 안덕면 화순중앙로 172
노리매테마파크,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111175987,https://www.jejumobile.kr/datas/d810210871c2268cf3082918f28f0b58.jpg,서귀포시 서부,"4,000",,33.2826639,126.2869184,대한민국 제주특별자치도 서귀포시 대정읍 중산간서로 2260-15 노리매
제주돌마을공원,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111176332,https://www.jejumobile.kr/datas/9fd5319e8fafc730d9a3b06dbcf1adda.jpg,제주시 서부,"2,500",,33.3537549,126.2536813,대한민국 제주특별자치도 제주시 한림읍 금능남로 421 제주돌마을공원
건강과성박물관,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111177011,https://www.jejumobile.kr/datas/520e16450d884c22a9e924c367951d3f.jpg,서귀포시 서부,"10,500",,33.2547134,126.3469282,대한민국 제주특별자치도 서귀포시 안덕면 일주서로 1611
숨도박물관,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111177032,https://www.jejumobile.kr/datas/45edc6ceab98646e066519cdf72e7a80.jpg,서귀포시,"3,000",,33.2504829,126.5367012,대한민국 제주특별자치도 서귀포시 일주동로 8941
제주 하모해양레저,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111177619,https://www.jejumobile.kr/datas/a0ebfb453ac922bab0438a31f50db5d7.jpg,서귀포시 서부,"25,000",예약필수,33.4890113,126.4983023,대한민국 제주특별자치도
도자기체험카페,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111178097,https://www.jejumobile.kr/datas/51a8724fc4468656780c54db1770564d.jpg,서귀포시,"3,900",예약필수,0.0,0.0,
서귀포 위미배낚시_남진호,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111178290,https://www.jejumobile.kr/datas/495c5369211584448aafb9470ffee86e.jpg,서귀포시,"15,000",예약필수,33.2708926,126.6588484,대한민국 제주특별자치도 서귀포시 남원읍 위미해안로 43
제주바다체험장,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111178508,https://www.jejumobile.kr/datas/1bca6c05afc61f4084e177f0936bfbd9.jpg,제주시 동부,"8,900",,33.554677,126.7219017,대한민국 제주시
쇠소깍제트보트,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111179722,https://www.jejumobile.kr/datas/519b5439c245793a2290be1c568cb8b9.jpg,서귀포시,"18,000",예약필수,33.2524694,126.6235333,대한민국 제주특별자치도 서귀포시 쇠소깍로 138 쇠소깍
송악카트체험장,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111179730,https://www.jejumobile.kr/datas/049b32c2d6015dd137f8768283794eb4.jpg,서귀포시 서부,"8,900",,33.2085161,126.2893108,대한민국 제주특별자치도 서귀포시 대정읍 상모리 139
제주패들보드 서핑클럽,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111191411,https://www.jejumobile.kr/datas/1ec7c0e490c9688abc7a74cd357a6533.jpg,제주시,"55,000",예약필수,33.5250583,126.5823994,"대한민국 제주특별자치도 제주시 특별자치도, 삼양이동 1993번지 1층"
테라피샹그릴라,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111193007,https://www.jejumobile.kr/datas/7e06d1ad90b9e058e719461f6762cb00.jpg,서귀포시,"40,000",예약필수,33.2444327,126.4161942,대한민국 제주특별자치도 서귀포시 색달동 2950-4
이어도관광승마장,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111194911,https://www.jejumobile.kr/datas/d2faf19e0e8885e9fef976310cc9bb4b.jpg,서귀포시 동부,"8,200",예약필수,33.4329404,126.6704926,대한민국 제주특별자치도 제주시 조천읍 교래리 산60-6
바구스서핑스쿨,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111195484,https://www.jejumobile.kr/datas/e7d8282f0fd7cb1a6f2cbe282fd1e5b3.jpg,제주시,"40,000",,33.4974492,126.4496253,대한민국 제주시 KR특별자치도 제주시 제주시 테우해안로 143
코바다이빙스쿨 투명카약_패들보드_스노쿨링,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111198361,https://www.jejumobile.kr/datas/4e90c7b63f9ef6c81d11830baec7f562.jpg,제주시,"9,000",예약필수,33.5637845,126.7787209,대한민국 제주특별자치도 제주시 구좌읍 월정리 1400-33
스쿠버다이빙 코바다이빙스쿨,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111201832,https://www.jejumobile.kr/datas/da62d270e80b266ec020d55b46e1a5c8.jpg,제주시,"55,000",예약필수,0.0,0.0,
서귀포다이브_오픈워터자격증,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111212187,https://www.jejumobile.kr/datas/a1859bb16883e59ec512c22dc4db0b8a.jpg,서귀포시,"590,000",예약필수,33.2541205,126.560076,대한민국 제주특별자치도 서귀포시
돈키쥬쥬 _제주도 미니동물원,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111212910,https://www.jejumobile.kr/datas/eaa65b5463c18f77b40b5256558bdf82.jpg,제주시,"6,000",,33.471491,126.4881721,"대한민국 제주특별자치도 제주시 특별자치도, 연동 번지 1층 1326 KR"
서귀포다이브_스쿠버체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111219570,https://www.jejumobile.kr/datas/e3ea40d129f470029c3bf2e4c4cbd488.jpg,서귀포시,"55,000",예약필수,0.0,0.0,
중문카트장,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111237336,https://www.jejumobile.kr/datas/2bb2b36dcaff2d25f8b51fce7d65b58e.jpg,서귀포시,"15,000",,33.2642057,126.3945498,대한민국 서귀포시
더힐링타임 족욕+음료권,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111240293,https://www.jejumobile.kr/datas/bff56427524555bd113749356b6f9a04.jpg,제주시,"9,000",,33.5159378,126.5065814,대한민국 제주시
캐릭파크 입장+숲속바이크,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111245747,https://www.jejumobile.kr/datas/6111a328298819007041df2e13c12502.jpg,제주시 동부,"22,000",,33.4793521,126.7006276,대한민국 제주시 제주특별자치도 제주시 조천읍 선흘리 2013-2
베니스랜드 입장권+곤돌라 체험+박물관,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111247202,https://www.jejumobile.kr/datas/645cbd5e4fd94dab42eda4fd74e00e06.jpg,서귀포시 동부,"12,000",,0.0,0.0,
석예원 본초족욕 성산점,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111258412,https://www.jejumobile.kr/datas/6287cfb8d0527734d7f214492e3f46f6.jpg,서귀포시 동부,"9,000",예약필수,33.44203,126.919792,대한민국 제주특별자치도 서귀포시 성산읍 고성리 443-1
서광카트|사격체험장,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111258677,https://www.jejumobile.kr/datas/b228dd2095bd6d54dde8a6e974898467.jpg,서귀포시 서부,"12,500",예약필수,33.288785,126.3215838,대한민국 서귀포시
뷰제주하늘승마ATV - ATV 기본코스,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111260173,https://www.jejumobile.kr/datas/0b9bd81935415a9fddc435d257a1d97e.jpg,서귀포시 동부,"21,000",,33.4132503,126.8328335,대한민국 제주특별자치도 서귀포시 성산읍 서성일로 397
허브동산 입장권,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111262832,https://www.jejumobile.kr/datas/2706ea752642c83f77211c2d18f2dcff.jpg,서귀포시 동부,"9,000",,33.32979510000001,126.814944,대한민국 제주특별자치도 서귀포시 표선면 돈오름로 170
뷰제주하늘승마ATV - ATV 장거리코스,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111262892,https://www.jejumobile.kr/datas/75b9baf982924589acaaadacdb512490.jpg,서귀포시 동부,"39,000",,33.4132503,126.8328335,대한민국 제주특별자치도 서귀포시 성산읍 서성일로 397
고스트타운,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111269454,https://www.jejumobile.kr/datas/aae6dc84b572e45d669bbf71ceaac1f5.jpg,제주시 서부,"4,900",,33.4762774,126.357067,"대한민국 제주특별자치도 제주시 특별자치도, 애월읍 부룡수길 35-14 KR"
제주 공룡동물농장,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111275613,https://www.jejumobile.kr/datas/495b53edc68295b455a3de7689a05146.jpg,서귀포시 동부,"7,900",,33.4408969,126.4345309,대한민국 제주특별자치도 제주시 애월읍 광령리 2698
중문 초콜릿랜드 입장+마카롱만들기체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111279012,https://www.jejumobile.kr/datas/fc28b61115118fefca1a67ba923ab01a.JPG,서귀포시,"13,000",,33.2494021,126.4135761,대한민국 서귀포시
허브동산 입장+족욕체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111300550,https://www.jejumobile.kr/datas/4147e3c36e2d457aa40f01301074445b.jpg,서귀포시 동부,"19,000",,33.32979510000001,126.814944,대한민국 제주특별자치도 서귀포시 표선면 돈오름로 170
제주카약,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111300493,https://www.jejumobile.kr/datas/7aab9f3eca34533e94295be1b4426b24.jpg,서귀포시 동부,"10,000",,33.5109259,126.8935356,"대한민국 제주특별자치도 제주시 특별자치도, 구좌읍 하도리 53-43번지 KR"
플레이박스 VR_수목원테마파크,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111310247,https://www.jejumobile.kr/datas/cbf8a503d0852f948362e4ea589a48c5.jpg,제주시,"4,000",,33.4707016,126.488388,대한민국 제주특별자치도 제주시 은수길 69
중문레져UTV 슈퍼버기카,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111314904,https://www.jejumobile.kr/datas/cdfea30c29bcba846d43b91ad46b1049.jpg,서귀포시,"63,000",예약필수,33.2911293,126.4549491,대한민국 제주특별자치도 서귀포시 대포동 산39-5
중문마사지_사전예약필수,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111318276,https://www.jejumobile.kr/datas/33bd2d466500a23750c3c8131e1152fd.jpg,서귀포시,"60,000",예약필수,0.0,0.0,
세리월드 승마,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111323495,https://www.jejumobile.kr/datas/60de2b2309ac5d0820837bc79755b6d8.jpg,서귀포시,"9,000",,33.2472074,126.5121002,"대한민국 제주특별자치도 서귀포시 특별자치도, 법환상로2번길 97-17 97-13"
블루마운틴 4255 커피족욕+아메리카노 1잔 |성산카페|,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111323777,https://www.jejumobile.kr/datas/1fa41b283fb28cb659f3629d8a11b289.jpg,서귀포시 동부,"10,000",예약필수,33.3801892,126.8371501,대한민국 제주특별자치도 서귀포시 성산읍 중산간동로 4255
세리월드 동화속으로 미로공원,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111324543,https://www.jejumobile.kr/datas/09a9493b1be96affd66129297b91977f.jpg,서귀포시,"3,000",,33.2472074,126.5121002,"대한민국 제주특별자치도 서귀포시 특별자치도, 법환상로2번길 97-17 97-13"
세리월드 카트,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111326280,https://www.jejumobile.kr/datas/fc228db36492654445ca08179d3c4b19.jpg,서귀포시,"12,500",,33.2472074,126.5121002,"대한민국 제주특별자치도 서귀포시 특별자치도, 법환상로2번길 97-17 97-13"
서피플 서핑스쿨,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111327689,https://www.jejumobile.kr/datas/1603da950c34cb8733182baac877f453.jpg,제주시 서부,"48,000",예약필수,33.451935,126.3062495,대한민국 제주특별자치도 제주시 애월읍 곽지리 1565-47
대유ATV수렵사격랜드- 라이플사격,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111340739,https://www.jejumobile.kr/datas/07ce8914a5aec0204afc7b66a170677d.jpg,서귀포시 서부,"35,100",,33.2777041,126.3953828,대한민국 제주특별자치도 서귀포시 상예동 144
수목원길 본초족욕_수목원테마파크,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111343209,https://www.jejumobile.kr/datas/4dde5443297ade36fd5507d913632c98.jpg,제주시,"8,000",예약필수,33.471491,126.4881721,대한민국 제주시 연동 1326번지 제주시 제주특별자치도 KR
대유ATV수렵사격랜드- 클레이사격,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111344123,https://www.jejumobile.kr/datas/46ae047716ec1e13d7b3f2c8313069b8.jpg,서귀포시 서부,"39,900",,33.2777041,126.3953828,대한민국 제주특별자치도 서귀포시 상예동 144
대유ATV수렵사격랜드- 권총실탄사격,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111346727,https://www.jejumobile.kr/datas/a7fdc994143ef34187c07bf52cf7c6cd.jpg,서귀포시 서부,"13,000",,33.2777041,126.3953828,대한민국 제주특별자치도 서귀포시 상예동 144
대유ATV수렵사격랜드  - ATV,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111348960,https://www.jejumobile.kr/datas/59bf5ec8e1933cba0805bd65333789b1.jpg,서귀포시 서부,"24,000",,33.2777041,126.3953828,대한민국 제주특별자치도 서귀포시 상예동 144
진돼지+본초족욕_수목원길 |제주맛집|,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111358197,https://www.jejumobile.kr/datas/5060963aea441cb765d708cba4d5d383.jpg,제주시,"60,000",예약필수,33.471491,126.4881721,대한민국 제주특별자치도 제주시 은수길 65
제주 공룡동물농장+산소힐링피아+인체의신비,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111389333,https://www.jejumobile.kr/datas/912947663c42d65536663018ab8f07ec.jpg,서귀포시 동부,"9,900",,33.4408969,126.4345309,대한민국 제주특별자치도 제주시 애월읍 광령리 2698
제주이야기_송당점 천연화장품 만들기체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111416979,https://www.jejumobile.kr/datas/d51f87b8a00e55767fb8fe97599ccbc7.jpg,제주시 동부,"10,000",,0.0,0.0,
서귀포다이브_보트체험다이빙,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111432340,https://www.jejumobile.kr/datas/8d5108b31491ffa4210ffb3f5432f00d.jpg,서귀포시,"100,000",,33.2541205,126.560076,대한민국 제주특별자치도 서귀포시
허브동산 입장+족욕체험+미니골프,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111435176,https://www.jejumobile.kr/datas/9c06e9c3619e7d9b0bc77bf06386f5f6.jpg,서귀포시 동부,"30,000",,33.32979510000001,126.814944,대한민국 제주특별자치도 서귀포시 표선면 돈오름로 170
허브동산 입장+미니골프,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111437203,https://www.jejumobile.kr/datas/0427b561ba0e58098d1f80e123153f93.jpg,서귀포시 동부,"17,000",,33.32979510000001,126.814944,대한민국 제주특별자치도 서귀포시 표선면 돈오름로 170
카파이풋 족욕,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111442613,https://www.jejumobile.kr/datas/4a76ff3206ce1f29639b75b3f56982df.jpg,서귀포시 서부,"10,900",예약필수,33.2379862,126.3067705,대한민국 제주특별자치도 서귀포시 안덕면 사계리 255-4
레포츠랜드_카트| 짚라인 | 서바이벌,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111448103,https://www.jejumobile.kr/datas/aff49cc5b174b8c37ecb98846832cf17.jpg,제주시 동부,"10,400",,0.0,0.0,
김녕왕발통 깡통열차_|제주왕발통|월정리왕발통|월정왕발통,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111485870,https://www.jejumobile.kr/datas/a1500c27c96a37ff69f5d863ae4acd51.jpg,제주시 동부,"4,800",예약필수,33.5577318,126.7552547,"대한민국 제주특별자치도 제주시 특별자치도, 구좌읍 김녕리 1223-20번지"
제주왕감귤체험농장_한라봉체험,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111510102,https://www.jejumobile.kr/datas/7dc47a21764513b5e0dba80cafaa93af.jpg,서귀포시 동부,"5,500",,33.2840302,126.7071896,대한민국 제주특별자치도 서귀포시 남원읍 남원리 1151-3
곱은달 반지만들기 체험|이색체험|,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111580407,https://www.jejumobile.kr/datas/b7036947f390719e9c36063583cea805.jpg,서귀포시 동부,"37,000",예약필수,33.2797717,126.6222396,대한민국 제주특별자치도 서귀포시 남원읍 하례리 979
해비치호텔앤드리조트 하노루 한우모둠특선,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111641198,https://www.jejumobile.kr/datas/556362d59da5904cae55438ed7406535.jpg,서귀포시 동부,"222,300",예약필수,33.3231785,126.8445353,대한민국 제주특별자치도 서귀포시 표선면 표선리 40-69
국제리더스클럽|제주|해양액티비티|스노쿨링|패들보드|카약|조천|,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111655189,https://www.jejumobile.kr/datas/c90507ecf0429295317bdb5a0cd34d28.jpg,제주시,"12,000",예약필수,33.5514426,126.6527137,"대한민국 제주특별자치도 제주시 특별자치도, 조천읍 신흥리 321-14"
더블케이 다이빙 사관학교|해양레저|다이빙|제주,https://www.jeju.com/item/ss_view.html?agt=jeju&prdno=111678399,https://www.jejumobile.kr/datas/dccc127b6ac17cf64c05808135b31118.jpg,서귀포시,"231,000",예약필수,33.4890113,126.4983023,대한민국 제주특별자치도
